cnote,dispatch_time,client_name,weight,origin_cluster,to_pincode,trip_id,bp_id,serviceability
8000704933,2019-04-16 21:45:00.0,RETAIL,16.0,BOMT1,841418,808647,BP1501,ODA_2_2
2000812837,2019-05-06 09:12:00.0,RETAIL,95.0,CJBT1,454449,820875,BP1147,ODA_4_7
2000812835,2019-05-06 09:12:00.0,RETAIL,90.0,CJBT1,454001,820875,BP1147,ODA_1_1
1003165270,2019-05-06 09:12:00.0,Marc laboratories Ltd    ,35.0,LKOT1,454001,820875,BP1147,ODA_1_1
1003327200,2019-05-06 09:12:00.0,Godrej& Boyce,1.0,BOMT1,454773,820875,BP1147,ODA_1_1
8000673460,2019-04-27 11:17:00.0,RETAIL,15.0,JAIT1,734301,824731,BP1532,ODA_3_5
2000145302,2019-04-27 15:50:00.0,RETAIL,195.0,AMBT1,632602,825449,BP1154,ODA_1_1
1003300322,2019-04-27 17:04:00.0,Xseed Education,19.0,BLRT1,518134,825643,BP1273,ODA_3_5
8000769374,2019-05-02 06:40:00.0,White Field Impex,21.0,BOMT1,421503,826049,BP1487,ODA_1_1
8000779274,2019-05-02 06:40:00.0,Aimil India Ltd.,20.0,DELT1,421503,826049,BP1487,ODA_1_1
1003046533,2019-05-02 06:40:00.0, Orient Electric Ltd (Lighting),15.0,NAGT1,421503,826049,BP1487,ODA_1_1
1002388590,2019-04-29 11:19:00.0,Lamberti Hydrocolloids  Pvt Ltd.,800.0,AMDT1,184121,827096,BP1198,ODA_1_1
1003306545,2019-04-29 12:18:00.0,Mohan Clothing Company pvt ltd,15.0,JAIT1,334001,827328,BP1226,ODA_1_1
1003299415,2019-05-02 17:02:00.0,Schwing Stetter India Private Limtied,20.0,MAAT1,670141,828051,BP1206,ODA_4_5
1003011363,2019-04-29 21:13:00.0,KWE - Sharp,118.0,MAAT2,335701,828110,BP1226,ODA_5_5
1003300334,2019-04-29 21:13:00.0,Xseed Education,229.0,BLRT1,335001,828110,BP1226,ODA_6_5
1003372664,2019-04-29 21:13:00.0,ITC LTD-KOLKATA,3.0,DELT1,335804,828110,BP1226,ODA_5_5
2000759176,2019-04-30 08:07:00.0,Continental Coffee Pvt Ltd Unit 3,123.0,HYDT1,335001,828125,BP1226,ODA_6_5
1003372634,2019-04-30 08:07:00.0,ITC LTD-KOLKATA,7.0,DELT1,335001,828125,BP1226,ODA_6_5
1003039207,2019-04-30 08:07:00.0,Ashok Leyland Ltd,1.0,DELT1,335002,828125,BP1226,ODA_6_5
1003369319,2019-04-30 08:07:00.0,L&T Electrical  & Automation,20.0,NAGT1,335001,828125,BP1226,ODA_6_5
1003372669,2019-04-30 08:07:00.0,ITC LTD-KOLKATA,25.0,DELT1,335001,828125,BP1226,ODA_6_5
1003169081,2019-04-30 08:07:00.0,COMAC INDIA PVT LTD,150.0,DELT1,335001,828125,BP1226,ODA_6_5
1002800332,2019-04-30 08:07:00.0,RETAIL,45.0,DELT1,335001,828125,BP1226,ODA_6_5
1003039344,2019-04-30 08:07:00.0,Ashok Leyland Ltd,1.0,DELT1,335002,828125,BP1226,ODA_6_5
1003043305,2019-04-30 08:07:00.0,Escorts Limited,1.0,DELT1,335705,828125,BP1226,ODA_5_5
1003155016,2019-04-30 08:21:00.0,IP Integrated Services Pvt. Ltd.,100.0,BOMT1,415612,828461,BP1587,ODA_3_7
8000753226,2019-04-30 11:13:00.0,SAP SWISS SOLUTIONS PVT LTD,950.0,DELT1,711312,828596,BP1030,ODA_1_1
1002976488,2019-04-30 11:13:00.0,Shrinath Mankhal,2308.0,HYDT1,711303,828596,BP1030,ODA_1_1
8000600992,2019-04-30 08:57:00.0,M Junction,20.0,CCUT1,847402,828618,BP1475,ODA_2_2
1003064063,2019-04-30 10:22:00.0,Flipkart India Private Ltd. (ZOOM),55.0,BLRT1,124108,828707,BP1400,ODA_2_2
6000030580,2019-05-02 12:51:00.0,Hilti India Private Ltd,38.6,HYDT1,518124,828843,BP1273,ODA_3_5
1003168687,2019-04-30 10:01:00.0,Xseed Education,42.0,DELT1,507128,828844,BP1262,ODA_6_5
1003306332,2019-04-30 10:01:00.0,New JMN Roadlink,20.0,AMDT1,507111,828844,BP1262,ODA_6_5
1003161768,2019-04-30 10:01:00.0,Go Fashion India (P) Ltd,34.0,CJBT1,506167,828844,BP1262,ODA_2_2
1003370285,2019-04-30 10:01:00.0,Schwing Stetter India Private Limtied,150.0,HYDT1,507115,828844,BP1262,ODA_5_5
1003330146,2019-04-30 10:01:00.0,Emerson Process Automation,35.0,MAAT2,507115,828844,BP1262,ODA_5_5
2000850664,2019-04-30 10:01:00.0,Reliance Retail Limited (Projects),60.0,BOMT1,507115,828844,BP1262,ODA_5_5
1003136188,2019-04-30 10:01:00.0,Schwing Stetter India Private Limtied,50.0,MAAT1,507115,828844,BP1262,ODA_5_5
1003143855,2019-04-30 10:01:00.0,Go Fashion India (P) Ltd,9.0,CJBT1,506167,828844,BP1262,ODA_2_2
1000209800,2019-04-30 18:07:00.0,Communications Test Design -Bangalore,100.0,BLRT1,518010,828846,BP1273,ODA_1_1
8000658300,2019-05-01 08:24:00.0,QUIXOT MULTIMEDIA PVT LTD,20.0,DELT1,503001,829166,BP1605,ODA_1_2
1003168308,2019-05-01 08:24:00.0,Sri Sai Enterprises,41.0,DELT1,503001,829166,BP1605,ODA_1_2
1003183383,2019-04-30 12:20:00.0,White Field Impex,11.0,BOMT1,271201,829281,BP1614,ODA_4_7
1000788074,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,25.0,DELT1,271865,829281,BP1614,ODA_5_7
1003372988,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,14.0,DELT1,271801,829281,BP1614,ODA_4_7
1003300331,2019-04-30 12:20:00.0,Xseed Education,19.0,BLRT1,271801,829281,BP1614,ODA_4_7
1003300340,2019-04-30 12:20:00.0,Xseed Education,3.0,BLRT1,271801,829281,BP1614,ODA_4_7
2000218566,2019-04-30 12:20:00.0,RETAIL,25.0,AMBT1,271801,829281,BP1614,ODA_4_7
2000843501,2019-04-30 12:20:00.0,RETAIL,14.26,CCUT1,271602,829281,BP1614,ODA_3_7
1003372878,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,9.0,DELT1,271865,829281,BP1614,ODA_5_7
1003372883,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,6.0,DELT1,271801,829281,BP1614,ODA_4_7
1003154072,2019-04-30 12:20:00.0,LIVGUARD BATTERIES PRIVATE LIMITED,13.0,DELT1,271801,829281,BP1614,ODA_4_7
8000285378,2019-04-30 12:20:00.0,TCNS CLOTHING COMPANY  LIMITED,9.0,DELT1,271801,829281,BP1614,ODA_4_7
1003372686,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,8.0,DELT1,271201,829281,BP1614,ODA_4_7
1003372692,2019-04-30 12:20:00.0,ITC LTD-KOLKATA,3.0,DELT1,271201,829281,BP1614,ODA_4_7
8000600983,2019-04-30 11:40:00.0,M Junction,20.0,CCUT1,804408,829316,BP1501,ODA_2_2
1002236228,2019-04-30 11:40:00.0,RETAIL,48.0,PNQT1,804408,829316,BP1501,ODA_2_2
2000848446,2019-04-30 11:40:00.0,J.K.FILES (INDIA) LIMITED,10.0,BOMT1,804453,829316,BP1501,ODA_1_1
8000681430,2019-04-30 11:40:00.0,M Junction,20.0,CCUT1,804408,829316,BP1501,ODA_2_2
1002843388,2019-04-30 13:58:00.0,"Rane TRW Steering Systems Pvt. Ltd,",1890.0,NOIT1,621316,829330,BP1661,ODA_1_1
8000743626,2019-04-30 13:58:00.0,RETAIL,225.0,AMDT1,621316,829330,BP1661,ODA_1_1
1003314621,2019-04-30 13:58:00.0,HITECH INTERNATIONAL,22.0,MAAT2,621316,829330,BP1661,ODA_1_1
2000112589,2019-04-30 14:46:00.0,RETAIL,50.0,CJBT1,682311,829562,BP1269,ODA_1_1
2000822185,2019-04-30 15:10:00.0,RETAIL,135.0,CCUT1,828303,829763,BP1266,ODA_1_1
1003045620,2019-04-30 16:09:00.0,LIPSA IMPEX ,24.0,NAGT1,343001,829898,BP1600,ODA_4_5
1003039212,2019-04-30 16:09:00.0,Ashok Leyland Ltd,41.0,DELT1,344502,829898,BP1600,ODA_5_5
1003039293,2019-04-30 16:09:00.0,Ashok Leyland Ltd,100.0,DELT1,344502,829898,BP1600,ODA_5_5
1003039346,2019-04-30 16:09:00.0,Ashok Leyland Ltd,43.0,DELT1,344502,829898,BP1600,ODA_5_5
1003372752,2019-04-30 16:09:00.0,ITC LTD-KOLKATA,38.0,DELT1,344001,829898,BP1600,ODA_6_5
1003179735,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),155.8,CCUT1,781015,829946,BP1091,ODA_1_1
1003179731,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),478.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179732,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),352.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179729,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),208.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179727,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),79.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179728,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),59.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179748,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),482.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179747,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),192.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179742,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),138.0,CCUT1,781015,829946,BP1091,ODA_1_1
1003179741,2019-05-02 09:05:00.0,Flipkart India Private Ltd. (ZOOM),240.0,CCUT1,781015,829946,BP1091,ODA_1_1
1002861130,2019-04-30 17:45:00.0,White Field Impex,10.0,BOMT1,788818,830056,BP1267,ODA_6_5
8000774007,2019-04-30 23:40:00.0,RETAIL,62.0,JAIT1,734429,830149,BP1532,ODA_1_1
8000774008,2019-04-30 23:40:00.0,RETAIL,114.0,JAIT1,734429,830149,BP1532,ODA_1_1
8000774010,2019-04-30 23:40:00.0,RETAIL,223.0,JAIT1,734429,830149,BP1532,ODA_1_1
2000535651,2019-04-30 23:40:00.0,RETAIL,165.0,DELT1,733202,830150,BP1532,ODA_1_1
2000848527,2019-04-30 23:40:00.0,J.K.FILES (INDIA) LIMITED,60.0,BOMT1,733202,830150,BP1532,ODA_1_1
1003165702,2019-05-01 08:28:00.0,ORIENT Electric Limited Switch Gears,60.0,NOIT1,391240,830186,BP1668,ODA_2_2
1003015445,2019-05-01 08:28:00.0,SEW Eurodrive India Pvt. Ltd.,310.0,MAAT1,391243,830186,BP1668,ODA_1_1
1002936404,2019-05-01 08:28:00.0,ORIENT Electric Limited Switch Gears,11.0,IXWT1,391240,830186,BP1668,ODA_2_2
1003304853,2019-05-01 08:28:00.0,K P Manish Global Ingredients Pvt. Ltd,1000.0,BOMT1,391243,830186,BP1668,ODA_1_1
1003100000,2019-05-01 10:52:00.0,Shriram Telelink,1850.0,NOIT1,522006,830223,BP1100,ODA_2_2
1003061812,2019-05-01 07:46:00.0,ALOK INDUSTRIES,500.0,DELT1,453551,830227,BP1561,ODA_1_1
2000859183,2019-05-01 09:23:00.0,RETAIL,14.0,AMDT1,134102,830229,BP1406,ODA_1_1
1002939944,2019-05-01 08:34:00.0,SHANTI INTERNATIONAL,109.0,DELT1,461001,830253,BP1314,ODA_3_7
1003372695,2019-05-01 09:01:00.0,ITC LTD-KOLKATA,12.0,DELT1,283135,830261,BP1510,ODA_2_2
1003187947,2019-05-01 09:01:00.0,M Junction,1.0,DELT1,283204,830261,BP1510,ODA_1_1
1002893633,2019-05-01 10:06:00.0,Xseed Education,24.0,BLRT1,389151,830280,BP1203,ODA_5_7
1002893695,2019-05-01 10:06:00.0,Xseed Education,55.0,BLRT1,389230,830280,BP1203,ODA_5_7
1003309504,2019-05-01 10:06:00.0,MIRC ELECTRONICS LTD,7.0,AMDT1,389001,830280,BP1203,ODA_4_7
8000757055,2019-05-01 10:06:00.0,Sleek International Pvt. Ltd.(Zoom),20.0,PNQT1,389001,830280,BP1203,ODA_4_7
1003309523,2019-05-01 10:06:00.0,Mogli Labs ( Ahmedabad ),38.0,AMDT1,389350,830280,BP1203,ODA_1_1
2000099572,2019-05-01 08:18:00.0,RETAIL,69.0,AMDT1,713326,830288,BP1322,ODA_1_1
1003138461,2019-05-01 08:28:00.0,ORIENT Electric Limited Switch Gears,180.0,NOIT1,516360,830289,BP1604,ODA_2_3
1002873527,2019-05-01 08:28:00.0,Salzer Electronics Limited UNIT III,58.6,CJBT1,516360,830289,BP1604,ODA_2_3
1002899506,2019-05-01 08:28:00.0,SYMEGA FLAVOUR & COLOUR DIVISION,70.0,CJBT1,516362,830289,BP1604,ODA_1_2
1003330126,2019-05-01 12:40:00.0,ATANDRA ENERGY PRIVATE LIMITED,280.0,MAAT2,388121,830294,BP1478,ODA_1_1
8000684776,2019-05-01 09:58:00.0,MTG Learning Media,39.0,DELT1,389350,830295,BP1591,ODA_1_1
1002604824,2019-05-01 09:58:00.0,RETAIL,220.0,BLRT1,391510,830295,BP1591,ODA_1_1
1003100109,2019-05-01 09:58:00.0,ACG Pharmapack Pvt. Ltd.,42.0,PNQT2,389350,830295,BP1591,ODA_1_1
1003100103,2019-05-01 09:58:00.0,ACG Pharmapack Pvt. Ltd.,19.0,PNQT2,389350,830295,BP1591,ODA_1_1
1001862386,2019-05-01 10:27:00.0,Greengold Liscencing and Merchandising,11.9,HYDT1,182101,830296,BP1198,ODA_3_5
1003039223,2019-05-01 10:27:00.0,Ashok Leyland Ltd,13.0,DELT1,182101,830296,BP1198,ODA_3_5
1003320898,2019-05-01 10:27:00.0,Portronics Digital Pvt. Ltd.,33.0,DELT1,182101,830296,BP1198,ODA_3_5
2000834887,2019-05-01 10:27:00.0,RETAIL,3.0,DELT1,182101,830296,BP1198,ODA_3_5
1003303261,2019-05-01 09:24:00.0,Sun Pharma Laboratories Ltd.,56.0,BOMT1,713102,830304,BP1285,ODA_1_1
8000720280,2019-05-01 09:24:00.0,RETAIL,25.0,AMDT1,713102,830304,BP1285,ODA_1_1
1003043414,2019-05-01 08:39:00.0,JCB India Limited,26.0,DELT1,394510,830309,BP1299,ODA_1_1
2000739711,2019-05-01 09:01:00.0,RETAIL,90.0,DELT1,462030,830317,BP1103,ODA_2_2
8000745806,2019-05-01 08:43:00.0,Makita Power Tools India Pvt Ltd,30.0,BLRT1,277001,830332,BP1384,ODA_3_5
1002704996,2019-05-01 08:43:00.0,TELEECARE NETWORK INDIA PVT LTD,13.0,DELT1,277001,830332,BP1384,ODA_3_5
1003138700,2019-05-01 08:43:00.0,Safari digital education initiatives pvt. ltd.,450.0,NOIT1,277001,830332,BP1384,ODA_3_5
1003060751,2019-05-01 08:43:00.0,Sun Pharmaceutical Industries Ltd.,38.0,BOMT1,277001,830332,BP1384,ODA_3_5
1002650067,2019-05-01 08:43:00.0,Kinetic Green Energy & Power Solution ltd,7.66,PNQT2,277001,830332,BP1384,ODA_3_5
8000575400,2019-05-01 09:37:00.0,WLA CONSULTANTS & LOGISTICS Pvt Ltd.,20.0,DELT1,312001,830341,BP1599,ODA_4_5
2000774016,2019-05-01 09:37:00.0,Amar Valves Products,34.0,AMBT1,312001,830341,BP1599,ODA_4_5
1002637967,2019-05-01 09:37:00.0,Greengold Liscencing and Merchandising,4.4,HYDT1,312001,830341,BP1599,ODA_4_5
1003299369,2019-05-01 09:37:00.0,Schwing Stetter India Private Limtied,20.0,MAAT1,312620,830341,BP1599,ODA_4_5
2000845098,2019-05-01 09:37:00.0,RETAIL,115.0,JAIT1,312001,830341,BP1599,ODA_4_5
8000799828,2019-05-01 09:14:00.0,RETAIL,40.0,LKOT1,245101,830342,BP1264,ODA_1_1
6000348951,2019-05-01 13:08:00.0,Hilti India Private Ltd,24.0,BOMT1,140417,830361,BP1015,ODA_1_1
8000381805,2019-05-01 13:08:00.0,RETAIL,45.0,BLRT1,140401,830361,BP1015,ODA_1_1
8000745889,2019-05-01 13:08:00.0,Makita Power Tools India Pvt Ltd,30.0,BLRT1,140401,830361,BP1015,ODA_1_1
1002650066,2019-05-01 09:27:00.0,Kinetic Green Energy & Power Solution ltd,3.74,PNQT2,244901,830365,BP1058,ODA_1_1
2000839877,2019-05-01 09:27:00.0,RETAIL,220.0,DELT1,244901,830365,BP1058,ODA_1_1
2000289992,2019-05-01 09:15:00.0,RETAIL,75.0,NOIT1,224135,830368,BP1395,ODA_1_1
8000774810,2019-05-01 09:13:00.0,RETAIL,20.0,JAIT1,462030,830376,BP1103,ODA_2_2
8000673235,2019-05-01 09:58:00.0,RETAIL,20.0,JAIT1,689510,830377,BP1613,ODA_1_1
2000871241,2019-05-01 09:58:00.0,RETAIL,150.0,NOIT1,690514,830377,BP1613,ODA_1_1
2000637878,2019-05-01 09:58:00.0,RETAIL,16.0,AMDT1,690533,830377,BP1613,ODA_2_3
1002495569,2019-05-01 09:58:00.0,RETAIL,56.0,LKOT1,690110,830377,BP1613,ODA_1_1
1003096097,2019-05-01 09:58:00.0,Jet Inks Private Limited,6.0,MAAT2,690572,830377,BP1613,ODA_2_3
2000859211,2019-05-01 10:01:00.0,RETAIL,90.0,AMDT1,689101,830381,BP1613,ODA_1_1
1003060313,2019-05-01 10:01:00.0,Sun Pharmaceutical Industries Ltd.,17.0,BOMT1,689105,830381,BP1613,ODA_1_1
1003153396,2019-05-01 10:01:00.0,Next Education - Books,185.0,DELT1,689624,830381,BP1613,ODA_1_1
8000673516,2019-05-01 10:01:00.0,RETAIL,100.0,JAIT1,689101,830381,BP1613,ODA_1_1
2000245162,2019-05-01 10:01:00.0,RETAIL,90.0,BLRT1,689621,830381,BP1613,ODA_1_1
2000797719,2019-05-01 10:01:00.0,Sun Pharmaceutical Industries Ltd.,3.0,BOMT1,689105,830381,BP1613,ODA_1_1
1002976447,2019-05-01 09:41:00.0,Blend Colours Pvt. Ltd.Special,500.0,HYDT1,580011,830382,BP1208,ODA_1_1
1003143563,2019-05-01 09:17:00.0,Go Fashion India (P) Ltd,10.0,CJBT1,582103,830383,BP1208,ODA_2_2
1002945187,2019-05-01 09:36:00.0,Tucana Lights Pvt Ltd,260.0,AMDT1,383001,830384,BP1377,ODA_2_2
1003114051,2019-05-01 09:58:00.0,Gunnebo India Pvt. Ltd Heavy(Door Delivery),383.0,BLRT1,389350,830393,BP1591,ODA_1_1
8000775353,2019-05-01 09:58:00.0,RETAIL,18.0,BOMT1,389350,830393,BP1591,ODA_1_1
1001449318,2019-05-01 09:34:00.0,R L JAIN EQUIPMENTS PVT LTD,1950.0,JAIT1,127040,830414,BP1220,ODA_1_1
1002976490,2019-05-01 11:21:00.0,Shrinath Mankhal,519.0,HYDT1,493661,830416,BP1089,ODA_1_1
8000749691,2019-05-01 09:33:00.0,NETWORK BULLS TECHNOLOGIES PVT LTD,20.0,DELT1,476224,830418,BP1256,ODA_3_7
8000654910,2019-05-01 09:35:00.0,RETAIL,112.0,DELT1,731101,830429,BP1320,ODA_3_5
2000520953,2019-05-01 09:39:00.0,Workstore Limited,41.0,PNQT1,413133,830440,BP1495,ODA_1_2
1003060152,2019-05-01 09:56:00.0,Sun Pharmaceutical Industries Ltd.,25.0,BOMT1,210001,830447,BP1545,ODA_4_5
1003372866,2019-05-01 09:56:00.0,ITC LTD-KOLKATA,93.0,DELT1,210001,830447,BP1545,ODA_4_5
1003060757,2019-05-01 09:56:00.0,Sun Pharmaceutical Industries Ltd.,40.0,BOMT1,210001,830447,BP1545,ODA_4_5
2000852606,2019-05-01 18:53:00.0,Xseed Education,1698.0,BLRT1,518134,830452,BP1273,ODA_3_5
6000003424,2019-05-01 18:55:00.0,Hilti India Private Ltd,100.8,HYDT1,518124,830454,BP1273,ODA_3_5
1003319706,2019-05-01 10:08:00.0,C&S ELECTRIC LTD,22.0,NOIT1,396445,830475,BP1146,ODA_1_1
1003044480,2019-05-01 10:08:00.0,Brightstar Telecommunications India Limited-ST,17.0,MAAT2,396424,830475,BP1146,ODA_1_1
1003370726,2019-05-01 10:08:00.0,C&S ELECTRIC LTD,7.0,NOIT1,396445,830475,BP1146,ODA_1_1
1003044496,2019-05-01 10:08:00.0,Brightstar Telecommunications India Limited-ST,14.0,MAAT2,396424,830475,BP1146,ODA_1_1
8000381810,2019-05-01 09:55:00.0,RETAIL,30.0,BLRT1,577112,830480,BP1231,ODA_3_5
1003378347,2019-05-01 10:07:00.0,ETHICS INNOVATIONS PVT. LTD.,200.0,DELT1,394160,830484,BP1146,ODA_2_2
1003116471,2019-05-01 11:40:00.0,ETHICS INNOVATIONS PVT. LTD.,29.0,DELT1,686577,830485,BP1613,ODA_1_1
1002900343,2019-05-01 11:40:00.0,Reliance Retail Limited (Projects),506.0,BOMT1,686575,830485,BP1613,ODA_1_1
8000723922,2019-05-01 11:40:00.0,TCNS CLOTHING COMPANY  LIMITED,8.0,DELT1,690548,830490,BP1613,ODA_2_4
1003060821,2019-05-01 11:40:00.0,Sun Pharmaceutical Industries Ltd.,9.0,BOMT1,690548,830490,BP1613,ODA_2_4
1003060301,2019-05-01 11:40:00.0,Sun Pharmaceutical Industries Ltd.,17.0,BOMT1,690548,830490,BP1613,ODA_2_4
1003053627,2019-05-01 11:40:00.0,TCNS CLOTHING COMPANY  LIMITED,9.0,DELT1,690548,830490,BP1613,ODA_2_4
1003060748,2019-05-01 11:40:00.0,Sun Pharmaceutical Industries Ltd.,49.0,BOMT1,685585,830490,BP1613,ODA_2_4
2000767390,2019-05-01 11:40:00.0,RETAIL,50.0,BLRT1,690548,830490,BP1613,ODA_2_4
2000797707,2019-05-01 11:40:00.0,Sun Pharmaceutical Industries Ltd.,3.0,BOMT1,690548,830490,BP1613,ODA_2_4
1003174079,2019-05-01 10:07:00.0,Lapp India,326.0,IDRT1,457226,830497,BP1508,ODA_1_1
2000816259,2019-05-01 10:02:00.0,RETAIL,45.0,NOIT1,515134,830500,BP1637,ODA_2_2
8000799872,2019-05-01 10:02:00.0,RETAIL,10.0,LKOT1,515671,830500,BP1637,ODA_1_1
8000781849,2019-05-01 10:05:00.0,RETAIL,45.0,JAIT1,515661,830506,BP1637,ODA_1_1
8000741728,2019-05-01 10:27:00.0,RETAIL,100.0,JAIT1,176208,830510,BP1225,ODA_4_5
8000744703,2019-05-01 10:27:00.0,RETAIL,52.0,BOMT2,176001,830510,BP1225,ODA_4_5
1003160671,2019-05-01 10:27:00.0,GABRIEL INDIA LTD AFTERMARKET,40.0,DELT1,176209,830510,BP1225,ODA_4_5
2000834786,2019-05-01 10:27:00.0,RETAIL,3.0,DELT1,176001,830510,BP1225,ODA_4_5
1003156844,2019-05-01 10:27:00.0,PRISM JOHNSON LIMITED,43.0,AMBT1,176057,830510,BP1225,ODA_4_5
2000839947,2019-05-01 10:27:00.0,RETAIL,450.0,DELT1,176209,830510,BP1225,ODA_4_5
8000632789,2019-05-01 10:27:00.0,RETAIL,13.0,DELT1,176001,830510,BP1225,ODA_4_5
2000834889,2019-05-01 10:27:00.0,RETAIL,4.0,DELT1,176001,830510,BP1225,ODA_4_5
1003130760,2019-05-01 21:09:00.0,K-International North,60.0,NOIT1,757001,830514,BP1584,ODA_2_2
1003148991,2019-05-01 21:09:00.0,Collateral Medical Pvt. Ltd.,4.0,BOMT1,757001,830514,BP1584,ODA_2_2
1003148989,2019-05-01 21:09:00.0,Collateral Medical Pvt. Ltd.,4.0,BOMT1,757001,830514,BP1584,ODA_2_2
8000401660,2019-05-01 10:10:00.0,RETAIL,12.0,DELT1,491441,830516,BP1253,ODA_1_1
1003306521,2019-05-01 11:36:00.0,Tuareg Marketing Pvt Ltd,33.0,JAIT1,132103,830523,BP1199,ODA_1_1
6000431893,2019-05-01 11:36:00.0,Hilti India Private Ltd,4.22,DELT1,132040,830523,BP1199,ODA_1_1
1003040923,2019-05-01 11:36:00.0,(NORTH) NIPPON EXPRESS (INDIA)PVT LTD ,59.0,DELT1,132039,830523,BP1199,ODA_1_1
8000731354,2019-05-01 10:31:00.0,RETAIL,61.0,DELT1,124022,830528,BP1009,ODA_1_1
1003315795,2019-05-01 10:23:00.0,TOYOTA MATERIAL HANDLING INDIA PVT. LTD. ,2.0,BLRT1,524410,830533,BP1310,ODA_2_2
1002827256,2019-05-01 10:34:00.0,Cona Industries,105.0,BOMT2,249201,830535,BP1053,ODA_1_1
1002901116,2019-05-01 10:34:00.0,New JMN Roadlink,38.0,AMDT1,249204,830535,BP1053,ODA_1_1
1002916371,2019-05-01 10:34:00.0,Cona Industries,275.0,BOMT2,249201,830535,BP1053,ODA_1_1
1001143730,2019-05-01 10:34:00.0,Cona Industries,250.0,BOMT2,249201,830535,BP1053,ODA_1_1
1003118977,2019-05-01 11:53:00.0,IFF Fragrance,1899.0,MAAT2,391810,830536,BP1223,ODA_1_1
1003015446,2019-05-01 11:53:00.0,SEW Eurodrive India Pvt. Ltd.,400.0,MAAT1,391243,830536,BP1223,ODA_1_1
1003015447,2019-05-01 11:53:00.0,SEW Eurodrive India Pvt. Ltd.,715.0,MAAT1,391243,830536,BP1223,ODA_1_1
1003303763,2019-05-01 10:39:00.0,Sun Pharma Laboratories Ltd.,9.0,BOMT1,712103,830537,BP1697,ODA_1_1
2000821347,2019-05-01 11:09:00.0,RETAIL,84.0,IDRT1,263139,830539,BP1112,ODA_1_1
2000839865,2019-05-01 11:09:00.0,RETAIL,60.0,DELT1,263139,830539,BP1112,ODA_1_1
1003165359,2019-05-01 11:09:00.0,GABRIEL INDIA LTD AFTERMARKET,60.0,LKOT1,263139,830539,BP1112,ODA_1_1
1002947186,2019-05-01 10:46:00.0,J.G Hosiery (Pvt) Ltd-Zoiro,44.0,CJBT1,325205,830540,BP1228,ODA_3_5
1002993750,2019-05-01 10:46:00.0,J.G Hosiery (Pvt) Ltd-Zoiro,106.0,CJBT1,325205,830540,BP1228,ODA_3_5
1003299213,2019-05-01 11:07:00.0,IFF - Flavour,232.0,MAAT2,247667,830541,BP1287,ODA_1_1
1003299202,2019-05-01 11:07:00.0,IFF - Flavour,347.0,MAAT2,247667,830541,BP1287,ODA_1_1
1002941038,2019-05-01 11:07:00.0,SECUREXPRESS,60.0,LKOT1,247667,830541,BP1287,ODA_1_1
1003000157,2019-05-01 11:07:00.0,IFF - Flavour,23.0,MAAT2,247667,830541,BP1287,ODA_1_1
1003299027,2019-05-01 11:07:00.0,Henkel Adhesives Technologies India Private Limited,75.0,MAAT2,247667,830541,BP1287,ODA_1_1
1003327164,2019-05-01 11:07:00.0,Godrej& Boyce,3.0,BOMT1,247667,830541,BP1287,ODA_1_1
2000808373,2019-05-01 11:07:00.0,RETAIL,12.0,BOMT2,247667,830541,BP1287,ODA_1_1
1003350248,2019-05-01 11:07:00.0,ORIENT Electric Limited Switch Gears,20.0,NOIT1,247667,830541,BP1287,ODA_1_1
1003300883,2019-05-01 10:52:00.0,Mohan Clothing Company pvt ltd,4.38,BLRT1,522007,830556,BP1100,ODA_2_2
1003299358,2019-05-01 10:52:00.0,Schwing Stetter India Private Limtied,550.0,MAAT1,522237,830559,BP1100,ODA_1_1
2000764637,2019-05-01 10:40:00.0,RETAIL,10.0,IDRT1,176059,830560,BP1225,ODA_4_5
2000324791,2019-05-01 10:40:00.0,RETAIL,50.0,AMDT1,176093,830560,BP1225,ODA_4_5
8000632788,2019-05-01 10:40:00.0,RETAIL,12.0,DELT1,176061,830560,BP1225,ODA_5_5
2000534919,2019-05-01 11:38:00.0,RETAIL,64.0,DELT1,835234,830569,BP1414,ODA_3_5
